date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:37:47	20921/20921	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Mar%202021%2008:41:42%20GMT	https://www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css	C:/Meus%20Sites/loto/www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css	(from https://www.loto-premio.com/14pts)
23:37:47	108696/108696	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2024%20Feb%202023%2002:37:47%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/loto/connect.facebook.net/en_US/fbevents.js	(from https://www.loto-premio.com/14pts)
23:37:48	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Feb%202023%2002:37:48%20GMT	https://lotooficialem7dias.com/wp-content/uploads/2022/03/faturando-4.png	C:/Meus%20Sites/loto/lotooficialem7dias.com/wp-content/uploads/2022/03/faturando-4.15.delayed	(from https://www.loto-premio.com/14pts)
23:37:48	2506/2506	---MCZ	200	added ('OK')	application/javascript	etag:W/%227118948c4f2ed3308a1a8e093884d6fa%22	https://cdn.converteai.net/75491efa-d18b-40ce-828b-5d2a53aaca5f/players/62240dc238ffea0008d31e44/player.js	C:/Meus%20Sites/loto/cdn.converteai.net/75491efa-d18b-40ce-828b-5d2a53aaca5f/players/62240dc238ffea0008d31e44/player.js	(from https://www.loto-premio.com/14pts)
23:37:49	4002/4002	---M--	200	added ('OK')	image/png	etag:%22fa2-622513d2-282e3b99b1e74aa3;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/verifique-o-som.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/verifique-o-som.png	(from https://www.loto-premio.com/14pts)
23:37:49	21981/21981	---M--	200	added ('OK')	image/png	etag:%2255dd-622513d2-3fd12a2a828630da;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/compra-segura-1024x124.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/compra-segura-1024x124.png	(from https://www.loto-premio.com/14pts)
23:37:49	21211/21211	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Feb%202023%2002:37:49%20GMT	https://player.vimeo.com/api/player.js	C:/Meus%20Sites/loto/player.vimeo.com/api/player.js	(from https://www.loto-premio.com/14pts)
23:37:50	764124/764124	---M--	200	added ('OK')	image/png	etag:%22ba8dc-622513d6-1b1b9918b2edd4b2;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/ps-11-1024x737.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/ps-11-1024x737.png	(from https://www.loto-premio.com/14pts)
23:37:51	770082/770082	---M--	200	added ('OK')	image/png	etag:%22bc022-622513dc-2eebfa2b6ee6a80a;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/ps-33-1024x737.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/ps-33-1024x737.png	(from https://www.loto-premio.com/14pts)
23:37:51	683738/683738	---M--	200	added ('OK')	image/png	etag:%22a6eda-622513d8-2baf7cf762d1344d;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/ps-22-1024x737.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/ps-22-1024x737.png	(from https://www.loto-premio.com/14pts)
23:37:51	54240/54240	---M--	200	added ('OK')	image/png	etag:%22d3e0-622513e0-72e65f6194c5aecf;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/compra-segura-1-1024x147.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/compra-segura-1-1024x147.png	(from https://www.loto-premio.com/14pts)
23:37:51	788436/788436	---M--	200	added ('OK')	image/png	etag:%22c07d4-622513de-5c6bc88baa22c5d;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/ps-44-1024x737.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/ps-44-1024x737.png	(from https://www.loto-premio.com/14pts)
23:37:52	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Feb%202023%2002:37:52%20GMT	https://lotooficialem7dias.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-10-at-11.48.18.jpeg	C:/Meus%20Sites/loto/lotooficialem7dias.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-10-at-11.48.18.1f.delayed	(from https://www.loto-premio.com/14pts)
23:37:52	162/162	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Feb%202023%2002:37:52%20GMT	https://lotooficialem7dias.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-10-at-11.48.29.jpeg	C:/Meus%20Sites/loto/lotooficialem7dias.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-10-at-11.48.29.jpeg	(from https://www.loto-premio.com/14pts)
23:37:52	69998/69998	---M--	200	added ('OK')	image/png	etag:%221116e-622513d2-75fda5ac3b3d5700;;;%22	https://lotopremio14pontos.site/wp-content/uploads/2022/03/logo-sistema-loto-premio-1-1024x372.png	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/uploads/2022/03/logo-sistema-loto-premio-1-1024x372.png	(from https://www.loto-premio.com/14pts)
23:37:53	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-62239a00-a61fddda39ca9ad6;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.5.6	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor/assets/lib/animations/animations.min10cb.css	(from https://www.loto-premio.com/14pts)
23:37:53	1057/1057	---M-Z	200	added ('OK')	application/x-javascript	etag:%22421-6093401c-562dc82efc0c634;gz%22	https://lotopremio14pontos.site/wp-content/themes/twentytwentyone/assets/js/polyfills.js?ver=1.3	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/themes/twentytwentyone/assets/js/polyfills4e44.js	(from https://www.loto-premio.com/14pts)
23:37:54	1127/1127	---M-Z	200	added ('OK')	application/x-javascript	etag:%22467-6093401c-3d6dc2ed13968869;gz%22	https://lotopremio14pontos.site/wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=1.3	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/themes/twentytwentyone/assets/js/responsive-embeds4e44.js	(from https://www.loto-premio.com/14pts)
23:37:54	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-62239a00-e753c23dc51878e4;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://www.loto-premio.com/14pts)
23:37:54	4965/4965	---M-Z	200	added ('OK')	application/x-javascript	etag:%221365-62239b68-b26b9efe4a6653bc;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from https://www.loto-premio.com/14pts)
23:37:55	4905/4905	---M-Z	200	added ('OK')	application/x-javascript	etag:%221329-62239a00-5f7b629629a400c0;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.6	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/webpack.runtime.min10cb.js	(from https://www.loto-premio.com/14pts)
23:37:55	14235/14235	---M-Z	200	added ('OK')	application/x-javascript	etag:%22379b-62239a00-93293bd0b67f49ff;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.6	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/frontend-modules.min10cb.js	(from https://www.loto-premio.com/14pts)
23:37:55	20293/20293	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f45-62239b68-1fc522c83dd4b88f;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from https://www.loto-premio.com/14pts)
23:37:55	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-62239a00-46ba508e9c2575f2;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.loto-premio.com/14pts)
23:37:56	20714/20714	---M-Z	200	added ('OK')	application/x-javascript	etag:%2250ea-62239b54-8f67288f03bdacd7;gz%22	https://lotopremio14pontos.site/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-includes/js/jquery/ui/core.min0028.js	(from https://www.loto-premio.com/14pts)
23:37:56	37033/37033	---M-Z	200	added ('OK')	application/x-javascript	etag:%2290a9-62239a00-61d51832caba764a;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.6	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/frontend.min10cb.js	(from https://www.loto-premio.com/14pts)
23:37:56	24284/24284	---M-Z	200	added ('OK')	application/x-javascript	etag:%225edc-62239b68-e1a6c751b9192378;gz%22	https://lotopremio14pontos.site/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.5.2	C:/Meus%20Sites/loto/lotopremio14pontos.site/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min49eb.js	(from https://www.loto-premio.com/14pts)
23:37:58	1584/1584	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:37:57%20GMT	https://www.loto-premio.com/	C:/Meus%20Sites/loto/www.loto-premio.com/index.html	(from https://lotopremio14pontos.site/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=8.2.18)
23:37:59	191420/191420	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Mar%202021%2008:41:42%20GMT	https://www.loto-premio.com/site/elementor-icons-master/fonts/eicons.eot?5.11.0	C:/Meus%20Sites/loto/www.loto-premio.com/site/elementor-icons-master/fonts/eiconsa481.eot	(from https://www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css)
23:37:59	85840/85840	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Mar%202021%2008:41:42%20GMT	https://www.loto-premio.com/site/elementor-icons-master/fonts/eicons.woff2?5.11.0	C:/Meus%20Sites/loto/www.loto-premio.com/site/elementor-icons-master/fonts/eiconsa481.woff2	(from https://www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css)
23:37:59	104712/104712	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Mar%202021%2008:41:42%20GMT	https://www.loto-premio.com/site/elementor-icons-master/fonts/eicons.woff?5.11.0	C:/Meus%20Sites/loto/www.loto-premio.com/site/elementor-icons-master/fonts/eiconsa481.woff	(from https://www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css)
23:38:01	1585/1585	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:00%20GMT	https://www.loto-premio.com/c	C:/Meus%20Sites/loto/www.loto-premio.com/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:38:01	191260/191260	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Mar%202021%2008:41:42%20GMT	https://www.loto-premio.com/site/elementor-icons-master/fonts/eicons.ttf?5.11.0	C:/Meus%20Sites/loto/www.loto-premio.com/site/elementor-icons-master/fonts/eiconsa481.ttf	(from https://www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css)
23:38:01	290685/290685	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Mar%202021%2008:41:42%20GMT	https://www.loto-premio.com/site/elementor-icons-master/fonts/eicons.svg?5.11.0	C:/Meus%20Sites/loto/www.loto-premio.com/site/elementor-icons-master/fonts/eiconsa481.svg	(from https://www.loto-premio.com/site/elementor-icons-master/css/elementor-icons.css)
23:38:01	1585/1585	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:01%20GMT	https://www.loto-premio.com/b	C:/Meus%20Sites/loto/www.loto-premio.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:38:02	1588/1588	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:01%20GMT	https://www.loto-premio.com/POST	C:/Meus%20Sites/loto/www.loto-premio.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:38:02	1597/1597	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:02%20GMT	https://www.loto-premio.com/-negative.svg	C:/Meus%20Sites/loto/www.loto-premio.com/-negative.html	(from https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.6)
23:38:03	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:02%20GMT	https://www.loto-premio.com/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/favicon.html	(from https://www.loto-premio.com/)
23:38:03	1584/1584	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:02%20GMT	https://www.loto-premio.com/OPR/	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/index.html	(from https://lotopremio14pontos.site/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.6)
23:38:03	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:03%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/)
23:38:04	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:03%20GMT	https://www.loto-premio.com/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/assets/img/brand/favicon.png)
23:38:04	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:03%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/assets/img/brand/favicon.png)
23:38:04	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:04%20GMT	https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/assets/img/brand/assets/img/brand/favicon.png)
23:38:04	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:04%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/favicon.png)
23:38:05	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:04%20GMT	https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:05	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:04%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:05	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:05%20GMT	https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:06	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:05%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:06	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:05%20GMT	https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:06	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:06%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:06	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:06%20GMT	https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
23:38:07	1595/1595	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2002:38:06%20GMT	https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png	C:/Meus%20Sites/loto/www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.html	(from https://www.loto-premio.com/OPR/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/assets/img/brand/favicon.png)
